Associated Gene Name	MIM Morbid Accession
GATA4	614429
GATA4	614430
CRYBB1	611544
CRYBB1	116150
JPH2	613873
NDP	305390
NDP	310600
COL6A2	158810
COL6A2	254090
COL6A2	255600
COLQ	603034
LAMP2	300257
EFEMP2	614437
HPS3	614072
SLC22A12	220150
ISCU	255125
MATN3	140600
MATN3	607078
MATN3	608728
SDHD	114900
SDHD	168000
SDHD	171300
SDHD	606864
SDHD	615106
CRYBA4	610425
CRYBA4	610426
DNM1L	614388
GYS1	611556
HSPB1	606595
HSPB1	608634
ACTN4	603278
ITCH	613385
RGS9BP	608415
SNAP29	609528
ANXA5	614391
CHUK	613630
DSG4	607903
SUFU	155255
SLC19A2	249270
PREPL	606407
ERCC3	601675
ERCC3	610651
CD4	613949
DLX5	220600
SPG11	604360
NMNAT1	608553
MN1	607174
COMP	132400
COMP	177170
F5	188055
F5	227400
F5	600880
F5	601367
F5	614389
CUL4B	300354
NAT2	243400
BBS12	209900
HNF4A	125850
HNF4A	606391
IRF5	180300
IRF5	612245
IRF5	612251
NCF4	613960
SNX10	615085
SLC25A19	607196
SLC25A19	613710
ASS1	215700
CNGB3	248200
CNGB3	262300
IMPG2	613581
SELP	173610
SELP	601367
ELOVL4	600110
ELOVL4	614457
PROC	176860
PROC	612304
HADHA	609015
HADHA	609016
GRN	607485
GRN	614706
CHSY1	605282
EIF2B5	603896
SRPX2	300643
VWF	193400
VWF	277480
VWF	613554
TAS2R16	103780
PNPO	610090
CSF2RB	614370
GLRB	614619
ALX1	613456
KIF1B	118210
KIF1B	171300
KIF1B	256700
CP	604290
FGF14	609307
DPYD	274270
DSG2	610193
DSG2	612877
OXCT1	245050
CRX	120970
CRX	268000
CRX	613829
GUCY2C	614616
GUCY2C	614665
FTCD	229100
SIX3	157170
IFNG	609135
SERPINA6	611489
GARS	600794
GARS	601472
SLC52A3	211500
SLC52A3	211530
FUT6	613852
PIGA	300818
PIGA	300868
GLIS2	611498
MPST	249650
SLC6A4	103780
SLC6A4	164230
TSC2	606690
TSC2	613254
FFAR4	607514
TTR	105210
TTR	115430
TTR	145680
GREM1	601228
LTF	245480
COL5A1	130000
COL5A1	130010
NDN	176270
CAV1	612526
SLC7A9	220100
FZD6	614157
AUH	250950
VAX1	614402
ACVR2B	613751
PEX14	614887
TGFBR2	133239
TGFBR2	610168
TGFBR2	610380
TGFBR2	614331
ADA	102700
TNNT3	601680
SERPINA1	613490
IL6	148000
IL6	604302
KCNK18	613656
MET	114550
MET	605074
RBP4	615147
PRPF8	600059
TSEN54	225753
TSEN54	277470
GORAB	231070
FUT3	111100
RSPO4	206800
AGL	232400
PRRX1	202650
APC	114550
APC	135290
APC	155255
APC	175100
APC	276300
APC	613659
PDE6C	613093
ELN	123700
ELN	185500
EPAS1	611783
TMPRSS6	206200
HGD	203500
CHEK2	114480
CHEK2	176807
CHEK2	259500
CHEK2	604373
CHEK2	609265
ETFB	231680
CACNA2D4	610478
AKAP10	115080
RPS6KA3	300844
RPS6KA3	303600
FMO3	602079
TARDBP	612069
HADHB	609015
MTAP	112250
MASP2	613791
PIK3R2	603387
MTRR	236270
MTRR	601634
OTOG	614945
SCN8A	614306
SCN8A	614558
ACADSB	610006
KHDC3L	614293
B3GALNT1	111400
FRA10AC1	608866
MUT	251000
WNT7A	228930
WNT7A	276820
RBM20	613172
TNFRSF13C	613494
ZNF592	606937
ROR2	113000
ROR2	268310
DMD	300376
DMD	302045
DMD	310200
CTHRC1	614266
POU4F3	602459
PTS	261640
LMBRD1	277380
SMARCA4	613325
SMARCA4	614609
LHB	152780
DBT	248600
NLRP7	231090
CCDC39	613807
STK4	614868
FERMT1	173650
CDKN2A	151623
CDKN2A	155601
CDKN2A	155755
CDKN2A	606719
PDE6A	613810
ETV1	612219
MCFD2	613625
TMC1	600974
TMC1	606705
C1GALT1C1	300622
NDUFA11	252010
ITGA2B	273800
MYOC	137750
MYOC	231300
RHCE	111690
RHCE	111700
HLA-B	106300
HLA-B	608579
GALC	245200
HS6ST1	614880
EMX2	269160
RNF6	133239
CNGA1	613756
CT47A12	300784
CT47A12	300789
FAM126A	610532
KIF22	603546
B2M	241600
KDM6A	300867
UBIAD1	121800
IGF1R	270450
SLC22A4	180300
CT47A11	300784
CT47A11	300789
LDLRAP1	603813
CT47A10	300784
CT47A10	300789
SMAD7	612229
CT47A9	300784
CT47A9	300789
DTNBP1	614076
PRICKLE1	182940
PRICKLE1	612437
WT1	136680
WT1	156240
WT1	194070
WT1	194080
WT1	256370
WT1	608978
CT47A8	300784
CT47A8	300789
APCDD1	605389
NAGA	609241
NAGA	609242
HOXA1	601536
HRAS	109800
HRAS	163200
HRAS	218040
HRAS	607464
GK3P	600149
AKT1	114480
AKT1	114500
AKT1	176920
SLC26A2	222600
SLC26A2	226900
SLC26A2	256050
SLC26A2	600972
SYCP3	270960
DYM	223800
DYM	607326
LMNB2	608709
TG	274700
TG	608175
CHMP1A	614961
LPL	238600
HSD17B4	233400
HSD17B4	261515
ATP2A2	101900
ATP2A2	124200
SEPN1	602771
FREM2	219000
COL7A1	131705
COL7A1	131750
COL7A1	131850
COL7A1	132000
COL7A1	226600
COL7A1	604129
COL7A1	607523
GRIN1	614254
HOXA2	612290
FOXP1	613670
GTDC2	614830
FASLG	601859
TMEM43	604400
TBX5	142900
CBL	613563
CT47A7	300784
CT47A7	300789
CEP290	209900
CEP290	610188
CEP290	610189
CEP290	611134
CEP290	611755
IGFALS	601489
TNFSF4	152700
NTF4	613100
CALM2	614916
NBN	114480
NBN	251260
NBN	609135
CYP2D6	608902
SPTLC1	162400
CAT	614097
CSF1R	221820
SUOX	272300
PLCB1	613722
CYP17A1	202110
CLCN1	160800
CLCN1	255700
IYD	274800
PGA3	169710
SIL1	248800
D2HGDH	600721
CRELD1	606217
GNPTAB	252500
GNPTAB	252600
TMPRSS15	226200
CT47A5	300784
CT47A5	300789
CT47A6	300784
CT47A6	300789
COL11A1	154780
COL11A1	228520
COL11A1	604841
POLR3D	187280
SMPX	300066
CEP164	614845
KLHL7	612943
SLC22A5	212140
SLC30A2	608118
MBTPS2	308205
MBTPS2	308800
POLE	615083
POLE	615139
ERCC5	278780
BTD	253260
NPR2	602875
DARS2	611105
HGF	608265
KRT10	113800
KRT10	607602
KRT10	609165
PDCD1	109100
PDCD1	605218
UBE3A	105830
CT47A4	300784
CT47A4	300789
DUOX2	607200
ART4	110600
MTHFR	236250
MTHFR	601367
MTHFR	601634
MTHFR	603174
GHSR	604271
PEX3	614882
EPCAM	613217
EPCAM	613244
B9D1	614209
SERPINC1	613118
MMP20	612529
MGP	245150
ATR	210600
ATR	614564
SMS	309583
NDUFAF4	252010
TBXAS1	231095
SLC10A2	613291
MSH2	120435
MSH2	158320
MSH2	608089
SCN1B	604233
SCN1B	612838
SETX	602433
SETX	606002
NAA10	300855
CT47A3	300784
CT47A3	300789
RHAG	268150
T	182940
T	215400
CT47A1	300784
CT47A1	300789
TBX3	181450
COG6	614576
SLC33A1	612539
SLC33A1	614482
CFC1	217095
CFC1	605376
CFC1	613853
PLCB4	614669
CT47A2	300784
CT47A2	300789
DNAJC5	162350
LGI1	600512
CUL7	273750
AMT	605899
SI	222900
FKRP	606612
FKRP	607155
FKRP	613153
HBB	140700
HBB	141900
HBB	603902
HBB	603903
HBB	613985
PPP2R2B	604326
GRIA3	300699
ABL1	608232
WNK4	614491
ACAT1	203750
CPT1A	255120
DUOXA2	274900
ATP10A	105830
GNAL	615073
NPPA	612201
SCARB1	610762
MED13L	608808
TDGF1	187395
CYP2A6	122720
POLR3B	614381
ITGB4	226650
ITGB4	226730
PLOD1	225400
LRRC8A	613506
EXT2	133701
EXT2	601224
FOXO1	268220
GDF1	187500
GDF1	217095
GDF1	613854
OTOF	601071
LZTS1	133239
GABRB3	612269
ACY1	609924
DECR1	222745
AP4M1	612936
MYO9B	609753
PHEX	307800
GP6	614201
PPARG	137800
PPARG	601665
PPARG	604367
PPARG	606641
PPARG	609338
DHDDS	613861
ACVRL1	600376
ANO10	613728
MFN2	601152
MFN2	609260
APOB	107730
APOB	144010
AP1S2	300630
XPC	278720
PLCE1	610725
AQP1	110450
MPC1	614741
IRF1	613659
LIG4	602450
LIG4	606593
SLC25A15	238970
PDGFRB	131440
PDGFRB	615007
MSH6	276300
MSH6	608089
MSH6	614350
LAMA2	607855
RAI1	182290
MTO1	614702
BPGM	222800
XBP1	612371
TBX4	147891
CYB5R3	250800
DNAJC19	610198
SCN5A	108770
SCN5A	113900
SCN5A	272120
SCN5A	601144
SCN5A	601154
SCN5A	603829
SCN5A	603830
SCN5A	608567
SCN5A	614022
TUFM	610678
ATXN1	164400
PYGM	232600
PLCD1	151600
KDM5C	300534
GNRH1	614841
CNNM2	613882
PHKB	261750
SLC4A4	604278
WDR81	610185
CLCF1	610313
SOX2	206900
SRCAP	136140
ARID1A	614607
HOXA11	605432
TNFRSF1A	142680
TNFRSF1A	614810
PDE6H	610024
SLC12A6	218000
TRAF3IP2	614070
HOXA13	140000
HOXA13	176305
BCHE	177400
MYO5B	251850
IGF2	180860
PIGV	239300
WNT3	273395
GALK1	230200
KCNH2	609620
KCNH2	613688
PTPN11	151100
PTPN11	156250
PTPN11	163950
PTPN11	607785
POLR1C	248390
RPS26	613309
COL9A1	614134
COL9A1	614135
PRRT2	128200
PRRT2	602066
PRRT2	605751
A4GALT	111400
CYP2B6	614546
FANCD2	227646
PTPRO	614196
RAD50	613078
SPATA7	268000
SPATA7	604232
SHOC2	607721
GOSR2	614018
NR0B2	601665
FXYD2	154020
ASPA	271900
SLC7A7	222700
ATM	208900
HBG2	613977
MANBA	248510
HESX1	182230
HESX1	262600
RAB3GAP1	600118
CCDC11	614779
GLI3	146510
GLI3	174200
GLI3	174700
GLI3	175700
ERBB3	607598
UNC13D	608898
SPATA16	102530
DPYS	222748
ACTB	243310
ACTB	607371
COL4A1	175780
COL4A1	607595
COL4A1	611773
FOXG1	613454
GHRHR	612781
TRPV3	614594
LAMC3	614115
ATP2C1	169600
IRAK4	607676
IRAK4	610799
RIPK4	263650
CTSA	256540
IGHMBP2	604320
HOXC13	614931
UNG	608106
GM2A	272750
ALX4	601224
ALX4	609597
ALX4	613451
LFNG	609813
PRPF6	613983
ANKH	118600
ANKH	123000
OCA2	203200
OCA2	227220
GPSM2	604213
MYH8	158300
MYH8	608837
BBS2	209900
GPD1L	272120
GPD1L	611777
DRD2	103780
DRD2	159900
PROK2	610628
ETFDH	231680
FCN3	613860
FOXL2	110100
FOXL2	608996
MED17	613668
QDPR	261630
MATR3	606070
KIF5A	604187
MFSD8	610951
LMX1B	161200
IQSEC2	309530
BDNF	209880
BDNF	610269
LCT	223000
MRPS22	611719
MCM6	223100
ETFA	231680
LDLR	143890
HPS6	614075
CTNNB1	114500
CTNNB1	132600
CTNNB1	155255
CTNNB1	156240
CTNNB1	167000
CTNNB1	181030
CTNNB1	615075
BRAT1	614498
PCNT	210720
MEF2C	613443
FZD4	133780
NPHS2	600995
ZFPM2	187500
ZFPM2	610187
IQCB1	609254
SOST	122860
SOST	239100
SOST	269500
IGHG1	254500
CXCR4	193670
TSEN2	612389
SMC1A	300590
PHKG2	613027
DOLK	610768
ABHD5	275630
IGF1	608747
TPCN2	612267
EWSR1	612160
EWSR1	612219
SERPINF2	262850
POC1A	614813
GC	139200
ATP2A1	601003
PDYN	610245
PTHLH	613382
ZNF674	300851
DLEC1	133239
DLEC1	211980
SOX18	607823
AFG3L2	610246
AFG3L2	614487
LHCGR	176410
LHCGR	238320
RPS10	613308
COL1A2	130060
COL1A2	166200
COL1A2	166210
COL1A2	166220
COL1A2	225320
COL1A2	259420
COL9A3	600969
COL9A3	603932
ACP5	607944
SERPINH1	610504
SERPINH1	613848
SLCO1B3	237450
LHX4	262700
COL4A2	614483
COL4A2	614519
SEPT12	614822
FSHR	233300
FSHR	608115
BTBD9	611185
SCNN1A	264350
SCNN1A	613021
DICER1	138800
DICER1	601200
KRT13	193900
TPI1	190450
TRPM4	604559
MKKS	209900
MKKS	236700
ADK	614300
DST	614653
EFTUD2	610536
JAG1	118450
JAG1	187500
JAG1	601920
FLT4	153100
FLT4	602089
APP	104300
APP	605714
RFXANK	209920
INS	125852
INS	176730
INS	606176
INS	613370
GATM	612718
OAT	258870
SAT1	308800
MTMR14	160150
POLR1D	613717
BBS1	209900
KLF11	606391
KLF11	610508
STX11	603552
MOCS2	252150
PDE6B	163500
PDE6B	613801
DAZ1	415000
TH	605407
FAM134B	613115
HSD11B2	218030
RNASEH2A	610333
CEBPG	138972
KITLG	145250
KITLG	611664
SOX3	300123
SOX3	300833
SOX3	312000
NOP10	224230
IL13	607154
PDCD10	603285
SORT1	613589
RP2	312600
CD96	211750
TPRN	613307
PDX1	125853
PDX1	260370
PDX1	606392
HSD17B10	300220
HSD17B10	300438
HSD17B10	300705
ZEB2	235730
HCRT	161400
FLT3	601626
HCFC1	309541
RNASET2	612951
ACOX1	264470
SNCAIP	168600
MTPAP	613672
NHS	302200
NHS	302350
RMND1	614922
PAH	261600
SERPINF1	613982
GLUL	610015
CFTR	219700
CFTR	277180
PEX7	215100
PEX7	614879
DTNA	604169
CCND1	254500
IL4	601367
PSEN1	600274
PSEN1	607822
PSEN1	613694
PSEN1	613737
ORC4	613800
AXIN1	114550
AXIN1	607864
TCOF1	154500
MMP9	603932
MMP9	613073
GNAI3	602483
DDC	608643
GNAT2	613856
MUC5B	178500
TEK	600195
HUWE1	300705
HUWE1	300706
PRKAG2	194200
PRKAG2	261740
PRKAG2	600858
CSRP3	607482
CSRP3	612124
CCL2	607948
MBD5	156200
RNASEL	176807
RNASEL	601518
CTSC	170650
CTSC	245000
CTSC	245010
CLCNKA	613090
TNFSF11	259710
YARS2	613561
MRE11A	604391
EPB41	266140
EPB41	611804
CLN5	256731
C1QTNF5	605670
CCDC114	615067
PNPLA3	613282
TGM6	613908
CLCNKB	607364
CLCNKB	613090
MFRP	609549
MFRP	611040
XIAP	300635
STAT5B	245590
MDM2	614401
SERPINI1	604218
EPHA2	116600
EPHA2	613020
PKP2	609040
AARS2	614096
ST14	610765
CDKAL1	125853
PEPD	170100
CD40	606843
VHL	144700
VHL	171300
VHL	193300
VHL	263400
ING1	275355
TCTN1	614173
TNNT1	605355
MMADHC	277410
RAF1	611553
RAF1	611554
TMPRSS3	601072
RAD51C	613390
RAD51C	613399
SLCO1B1	237450
DLX3	104510
DLX3	190320
LAMC2	226700
NEFH	105400
BLOC1S6	614171
DPY19L2	613958
TRPM6	602014
KCNT1	614959
KCNT1	615005
MYH2	605637
SLC36A2	138500
SLC36A2	242600
IL17RA	613953
ITGA3	614748
ROGDI	226750
CRYBA1	600881
RDX	611022
COCH	601369
RNF135	614192
FA2H	612319
ILDR1	609646
FOXF1	265380
POMP	601952
PAX4	125853
PAX4	222100
PAX4	612225
PAX4	612227
NDUFS4	252010
DAZ2	415000
TUSC3	611093
CABP4	610427
NDRG1	601455
PVRL1	225060
NCF2	233710
TRIM37	253250
AGRP	601665
ALX3	136760
TMIE	600971
FOXJ1	607154
KAT6B	603736
KAT6B	606170
NOP56	614153
SLC9A9	613410
NF1	114500
NF1	162200
NF1	162210
NF1	193520
NF1	601321
NF1	607785
CCDC103	614679
NDUFAF5	252010
NDUFAF5	256000
SLC34A3	241530
PDHX	245349
HR	146550
HR	203655
HR	209500
GFAP	203450
DOCK6	614219
CASR	145980
CASR	146200
CASR	239200
CASR	601199
CASR	612899
MYL3	608751
TSC1	191100
TSC1	607341
CSTA	607936
NOTCH3	125310
F2	188050
F2	601367
F2	613679
F2	614390
ZEB1	609141
ZEB1	613270
AP4S1	614067
NF2	101000
NF2	156240
NF2	162091
EPM2A	254780
IDH3B	612572
NEB	256030
ABCC11	117800
C9orf72	105550
RBM10	311900
PTH1R	125350
PTH1R	156400
PTH1R	166000
PTH1R	215045
PTH1R	600002
KLF1	111150
KLF1	613566
KLF1	613673
KCNE2	611493
KCNE2	613693
ACTC1	612098
ACTC1	612794
ACTC1	613424
TGFB1	131300
MYH3	193700
MYH3	601680
HMCN1	603075
ARX	300004
ARX	300215
ARX	300419
ARX	308350
ARX	309510
SMAD4	114500
SMAD4	139210
SMAD4	174900
SMAD4	175050
SMAD4	178600
SMAD4	260350
AIP	102200
AIP	219090
AIP	600634
GCDH	231670
GLRX5	205950
FOXC2	153200
FOXC2	153300
FOXC2	153400
KCNE1	612347
KCNE1	613695
RUNX1T1	114500
MECP2	105830
MECP2	300055
MECP2	300260
MECP2	300496
MECP2	300673
MECP2	312750
NSD1	117550
NSD1	130650
NSD1	277590
ATPAF2	604273
TIMM8A	304700
TIMM8A	311150
PRG4	208250
HPS5	614074
BCKDHA	248600
DCC	157600
SLC2A10	208050
ZBTB16	612447
SARS2	613845
PHF8	300263
AANAT	614163
TPR	188550
KERA	217300
RHBDF2	148500
CACNB4	607682
CACNB4	613855
CD44	609027
UPK3A	191830
ATN1	125370
OPN1LW	303700
OPN1LW	303900
GLB1	230500
GLB1	230600
GLB1	230650
GLB1	253010
CYP2C19	609535
DRD3	190300
HEXA	272800
KRT86	158000
PRCD	610599
SPINK1	167800
SPINK1	608189
DAZ3	415000
SLC24A5	113750
GLYCTK	220120
KRT81	158000
OPN1MW	303700
OPN1MW	303800
BCR	608232
BTK	300755
BTK	307200
SCO1	220110
DCN	610048
GRM1	614831
DAZ4	415000
EDNRB	142623
EDNRB	277580
EDNRB	600155
EDNRB	600501
MICA	177900
MICA	607507
UQCRQ	124000
KLF6	176807
KLF6	613659
CDC73	145000
CDC73	145001
CDC73	608266
ALG1	608540
KRT83	158000
TCF7L2	125853
SGCA	608099
TOPORS	609923
CABP2	614899
KIF21A	135700
ACVR1	135100
KRT85	602032
DPP6	612956
CA8	613227
CFH	126700
CFH	235400
CFH	609814
CFH	610698
ANK1	182900
YARS	608323
OPN1MW2	303700
OPN1MW2	303800
RUNX2	119600
COL1A1	114000
COL1A1	130000
COL1A1	130060
COL1A1	166200
COL1A1	166210
COL1A1	166220
COL1A1	166710
COL1A1	259420
COL1A1	607907
CFHR5	614809
RFC2	194050
F13B	613235
SYNE1	610743
SYNE1	612998
FBLN1	608180
IGLL1	613500
SPINK5	256500
SLC16A1	245340
SLC16A1	610021
JPH3	606438
ACADS	201470
ASPM	608716
NUBPL	252010
AK2	267500
MRPL3	614582
KRT75	600628
KRT75	612318
CRB1	172870
CRB1	268000
CRB1	600105
CRB1	613835
KRT6B	167210
IDUA	607014
IDUA	607015
IDUA	607016
APTX	208920
HNF1A	142330
HNF1A	600496
HNF1A	606391
HNF1A	612520
ATXN10	603516
SLC12A1	601678
POLH	278750
DDX11	613398
SH2D1A	308240
NSMF	614838
LRP4	212780
LRP4	614305
PTPN22	152700
GLRA1	149400
CRTAP	610682
KRAS	115150
KRAS	601626
KRAS	607785
KRAS	609942
KRAS	613659
TLL1	613087
LCAT	136120
LCAT	245900
PNPT1	614932
PNPT1	614934
FGD1	305400
TCF4	610954
FADD	613759
HSD3B7	607765
PPARA	170998
AP4B1	614066
GJB4	133200
GJB3	133200
GJB3	603324
GJB3	612644
RNF212	612042
DCLRE1B	300240
UBA1	301830
LHX3	221750
TMEM138	614465
MC2R	202200
EFEMP1	126600
MYO7A	276900
MYO7A	600060
MYO7A	601317
FLNB	108720
FLNB	108721
FLNB	112310
FLNB	150250
FLNB	272460
PEX26	614872
PEX26	614873
BFSP1	611391
NBEAL2	139090
SGCB	604286
EGFR	211980
TUBA8	613180
DNAL1	614017
B9D2	614175
TECTA	601543
TECTA	603629
SLITRK1	137580
SLITRK1	613229
SEPT9	162100
KRT6A	167200
TRMU	580000
TRMU	613070
TRIM33	188550
F7	227500
GPC6	258315
ARFGEF2	608097
ZNF423	614844
SMARCB1	162091
SMARCB1	609322
SMARCB1	614608
F10	227600
FLNA	300048
FLNA	300049
FLNA	300244
FLNA	300321
FLNA	300537
FLNA	304120
FLNA	305620
FLNA	309350
FLNA	311300
FLNA	314400
CACNA1S	170400
CACNA1S	188580
CACNA1S	601887
TMEM216	603194
TMEM216	608091
AMPD1	102770
CELSR1	182940
FBN1	102370
FBN1	129600
FBN1	154700
FBN1	182212
FBN1	184900
FBN1	604308
FBN1	608328
FBN1	614185
KRT5	131760
KRT5	131800
KRT5	131900
KRT5	131960
KRT5	179850
KRT5	609352
NRAS	607785
NRAS	613224
NRAS	614470
HAMP	613313
FANCL	614083
CBS	236200
CACNA1C	601005
CACNA1C	611875
CLEC7A	613108
CLEC7A	614079
SC5D	607330
BCL11A	142335
SHH	142945
SHH	147250
SHH	174500
SHH	611638
BAG3	612954
BAG3	613881
PRODH	181500
PRODH	239500
PRODH	600850
BCKDHB	248600
LYZ	105200
TMEM67	209900
TMEM67	216360
TMEM67	607361
TMEM67	610688
TMEM67	613550
IFIH1	610155
SMPD1	257200
SMPD1	607616
BAP1	156240
BAP1	614327
PKP1	604536
LRSAM1	614436
MYO15A	600316
CARD9	212050
SUCLA2	612073
TSHB	275100
NT5C3A	266120
NGF	608654
VANGL1	182940
VANGL1	600145
KRT74	194300
KRT74	613981
VDR	277440
VDR	607948
TNNT2	115195
TNNT2	601494
TNNT2	612422
CASQ2	611938
MOCOS	603592
COL8A2	136800
COL8A2	609140
TMC6	226400
COG5	613612
NFIX	602535
NFIX	614753
BBS4	209900
MOCS1	252150
MGME1	615084
SLC34A1	612286
SLC34A1	613388
VRK1	607596
SMOC2	125400
DACT1	182940
LMBR1	174500
LMBR1	186200
LMBR1	200500
TMC8	226400
SBF2	604563
RAD51D	614291
PEX13	614883
PEX13	614885
AVP	125700
GRIK2	611092
HEXB	268800
ALG12	607143
CEP152	613823
CEP152	614852
FMR1	300623
FMR1	300624
FMR1	311360
ITM2B	117300
ITM2B	176500
CHST6	217800
MIF	604302
KRT2	146800
COQ2	607426
SCN2A	607745
SCN2A	613721
F12	234000
F12	610618
RB1	109800
RB1	180200
RB1	259500
GALNT3	211900
CFL2	610687
CSF3R	162830
C3	611378
C3	612925
C3	613779
FECH	177000
TMEM231	614970
KRT1	113800
KRT1	146590
KRT1	600962
KRT1	607602
KRT1	607654
TTC21B	209900
TTC21B	213300
TTC21B	613819
TTC21B	613820
ACADVL	201475
CRYAA	604219
TNNC1	611879
TNNC1	613243
RP9	180104
RP9	268000
SNIP1	614501
SCN1A	604403
SCN1A	607208
SCN1A	609634
ALG3	601110
FIP1L1	607685
MLC1	604004
ALAS2	300751
ALAS2	300752
THBS2	603932
RSPO1	610644
TBX15	260660
UVSSA	614640
GPR98	604352
GPR98	605472
MNX1	176450
SCN9A	133020
SCN9A	167400
SCN9A	243000
SCN9A	613863
OCRL	300555
OCRL	309000
SDHAF2	601650
HSD3B2	201810
B4GALT1	607091
BBS9	209900
PDP1	608782
TUBA1A	611603
SHANK2	613436
CUBN	261100
STXBP1	612164
PHGDH	601815
VPS13A	200150
GATA6	187500
GATA6	217095
GATA6	600001
GATA6	614474
GATA6	614475
NPHP3	208540
NPHP3	267010
NPHP3	604387
HMGCS2	605911
COL2A1	108300
COL2A1	120140
COL2A1	132450
COL2A1	150600
COL2A1	151210
COL2A1	156550
COL2A1	183900
COL2A1	184250
COL2A1	200610
COL2A1	271700
COL2A1	604864
COL2A1	608805
COL2A1	609162
COL2A1	609508
ATP8B1	147480
ATP8B1	211600
ATP8B1	243300
NOTCH2	102500
NOTCH2	610205
C4B_2	152700
C4B_2	614374
C4B_2	614379
RBBP8	251255
RBBP8	606744
CRADD	614499
TCAP	192600
TCAP	601954
TCAP	607487
SEC23B	224100
KRT3	122100
DPM1	608799
LPAR6	278150
CYP4F22	604777
DNASE1L3	614420
GRK1	613411
KRT4	193900
DHCR7	270400
ZNF469	229200
UMOD	162000
UMOD	603860
UMOD	609886
LRP2	222448
CSTB	254800
VKORC1	122700
VKORC1	607473
BEAN1	117210
GJA3	601885
GJA3	604219
TUBGCP6	251270
SLC26A4	274600
SLC26A4	600791
GJB2	124500
GJB2	148210
GJB2	148350
GJB2	149200
GJB2	220290
GJB2	601544
GJB2	602540
AMPD3	612874
PAX2	120330
BBS5	209900
COL10A1	156500
DDB2	278740
FAM161A	606068
KARS	613641
ZDHHC9	300799
GJB6	129500
GJB6	612643
GJB6	612645
ALDH18A1	219150
WDR11	614858
KCNK9	612292
DNAJB6	603511
RPS19	105650
CHI3L1	611960
PALLD	606856
TRAPPC9	613192
BCKDK	614923
GNE	269921
GNE	600737
GNE	605820
CHIT1	614122
COQ6	614650
TCTN3	258860
TCTN3	614815
FGFR3	100800
FGFR3	109800
FGFR3	146000
FGFR3	149730
FGFR3	162900
FGFR3	182000
FGFR3	187600
FGFR3	187601
FGFR3	254500
FGFR3	273300
FGFR3	602849
FGFR3	603956
FGFR3	610474
FGFR3	612247
TSPYL1	608800
SALL4	147750
SALL4	607323
ERBB2	137215
ERBB2	137800
ERBB2	167000
ERBB2	211980
ERBB2	613659
UBQLN2	300857
ICK	612651
C1S	613783
DAGLA	608687
EHBP1	611868
TPO	274500
FANCE	600901
CD79A	613501
KRT8	215600
CYP24A1	143880
ADCY5	606703
RLBP1	136880
RLBP1	268000
RLBP1	607475
RLBP1	607476
INPP5E	213300
INPP5E	610156
CANT1	251450
REN	267430
REN	613092
KISS1	614842
GAD1	603513
PDGFRA	606764
PDGFRA	607685
SLC26A3	214700
SHOX	127300
SHOX	249700
SHOX	300582
ARHGEF9	300607
PSPH	614023
DCDC2	600202
ALDH7A1	266100
WDPCP	209900
HFE2	602390
TREM2	221770
GLA	301500
AMER1	300373
OGG1	144700
EMD	310300
CSF2RA	300770
PEX11B	614920
BMPER	608022
HCN4	163800
HCN4	613123
MC3R	602025
CACNA1A	108500
CACNA1A	141500
CACNA1A	183086
EHMT1	610253
MYLK	613780
RIN2	613075
CYBA	233690
DCAF17	241080
NFKBIA	612132
TCN2	275350
FANCI	227650
FANCI	609053
ACP2	200950
NDUFA12	256000
NCF1	233700
PPT1	256730
PHF11	147050
DLD	248600
ZMPSTE24	275210
ZMPSTE24	608612
KIT	172800
KIT	273300
KIT	601626
KIT	606764
SLC25A20	212138
BFSP2	611597
COL9A2	600204
COL9A2	603932
COL9A2	614284
NEK1	263520
TK2	609560
NPSR1	608584
NPC1	257220
RSPH4A	612649
RPL10	300847
SLC25A12	612949
AQP7	614411
TULP1	600132
TULP1	613843
CCDC40	613808
DAG1	613818
FGFR2	101200
FGFR2	101600
FGFR2	123150
FGFR2	123500
FGFR2	123790
FGFR2	149730
FGFR2	207410
FGFR2	609579
FGFR2	614592
HMGCR	142910
RAB33B	607326
GAA	232300
KCNQ4	600101
NAT8L	614063
PDHB	614111
ITGA6	226730
ALG8	608104
NOD2	186580
NOD2	266600
NOD2	609464
FERMT3	612840
GJA5	108770
GJA5	614049
GJA8	116200
GJA8	116150
CARD14	173200
CARD14	602723
PFKM	232800
TF	209300
FUS	608030
FUS	612160
FUS	614782
ELAC2	176807
ELAC2	614731
EIF4G1	614251
KDR	602089
SGSH	252900
ATP1A3	128235
ATP1A3	614820
TBP	607136
TFR2	604250
AIFM1	300816
WBSCR16	194050
NOTCH1	109730
PEX12	266510
PEX12	614859
CYLD	132700
CYLD	601606
CYLD	605041
CLDN19	248190
LMNB1	169500
LEPRE1	610915
ALDH6A1	614105
MEIS1	612853
AQP3	607457
TBX20	611363
ERMAP	111620
ERMAP	111750
CLN3	204200
KRT18	215600
SF3B4	154400
HRG	613116
SLC2A1	601042
SLC2A1	606777
SLC2A1	612126
SLC2A1	614847
THRB	145650
THRB	188570
THRB	274300
NKX2-1	118700
NKX2-1	610978
RFX6	601346
IL10	614395
IL31RA	613955
KNG1	228960
AR	300068
AR	312300
AR	313200
SRD5A3	612379
SRD5A3	612713
XG	314700
RNF213	607151
PAX9	604625
WDR65	606713
CHRNA2	610353
LHFPL5	610265
